,yr_built,sqft_lot,sqft_lot15,sqft_living
11349,1938,4960,4550,2020
11350,1929,3075,3774,1500
11351,1961,8056,8056,1670
11352,1999,8072,9624,3620
11353,2007,1309,3060,1010
11354,1977,13503,13394,1460
11355,1940,6117,5554,1790
11356,1995,9621,6589,1760
11357,2006,1682,4000,1790
11358,1952,6000,6000,1050
11359,2003,6394,5328,2590
11360,1962,8645,8645,1040
11361,2007,8547,8313,4060
11362,1990,14565,20475,3190
11363,1990,14565,20475,3190
11364,1966,9726,10244,2180
11365,1979,5840,8000,2120
11366,1991,6838,7280,2110
11367,1907,5000,5000,1210
11368,1992,7846,7914,2410
11369,1989,7807,7579,1980
11370,1967,9135,9468,2370
11371,1931,2218,1600,1720
11372,1942,5026,5040,750
11373,1968,10418,9435,2510
11374,2000,156816,156816,2577
11375,1941,4773,5750,1540
11376,1910,2500,3750,720
11377,1984,8158,9532,1810
11378,1967,8400,8400,1380
11379,2000,6251,9588,2570
11380,1957,6000,6000,1690
11381,1923,3060,4000,1420
11382,1968,9579,9800,2130
11383,1918,5000,5000,3000
11384,1979,9000,8400,2150
11385,1989,10319,9767,2280
11386,1942,8800,10000,1560
11387,1952,10758,21000,1880
11388,2004,5284,4383,2320
11389,1967,7171,7560,1010
11390,1917,5000,5000,1120
11391,1961,16194,16193,1560
11392,1964,12197,11761,1860
11393,1963,8686,8798,1150
11394,1964,9380,8580,1920
11395,1978,7233,8000,2490
11396,2000,3044,3044,1460
11397,2014,1501,1501,1820
11398,1972,17100,16988,4290
11399,1960,9460,10878,2230
11400,2003,7476,5500,2070
11401,1948,4000,4000,2480
11402,2001,15929,15929,4110
11403,1928,3060,3060,2290
11404,1959,20400,53578,1220
11405,1926,13777,9287,2620
11406,1979,9856,7996,3190
11407,1948,6906,6907,850
11408,2008,1308,1280,1740
11409,1996,7754,7775,2140
11410,1996,12708,9617,2070
11411,2008,4075,4075,1680
11412,1916,4956,4959,1000
11413,1956,12690,9480,3340
11414,1999,2767,2767,1260
11415,1993,32496,35506,2430
11416,1947,5700,5000,560
11417,1994,9528,14089,3380
11418,1908,3500,4000,1100
11419,1927,3171,5906,1700
11420,2002,3172,3698,1600
11421,1979,2216,1979,2605
11422,2010,4667,6008,1850
11423,1986,7651,8442,1830
11424,1962,18892,70973,3050
11425,1967,1055,1340,1240
11426,1984,8163,7515,2100
11427,1959,15603,10220,1250
11428,1952,4800,7200,1230
11429,1988,9826,9826,1690
11430,1951,8870,7800,1520
11431,1997,6302,5369,1890
11432,1972,8900,8925,1990
11433,1980,3900,6956,1480
11434,1980,3900,6956,1480
11435,2005,2374,3043,2120
11436,2007,1077,2003,1480
11437,1975,8412,8976,1250
11438,1989,7972,8511,2010
11439,1975,35283,35283,3150
11440,2000,5717,5138,3010
11441,2000,5823,5297,3920
11442,1919,3192,4533,2880
11443,2011,5663,3828,2550
11444,1962,9022,7500,1120
11445,1968,10918,10918,3140
11446,1993,5575,5575,4130
11447,1976,9614,12085,2990
11448,1940,12625,6828,1120
11449,1943,8775,8775,1570
11450,2008,4000,4674,2210
11451,2000,5800,6507,2390
11452,1976,8625,9200,1520
11453,1962,7986,7260,1830
11454,1937,5900,5900,2640
11455,1989,5782,5782,1740
11456,1965,8300,8000,1550
11457,1961,8075,8075,1040
11458,1985,7200,8372,1640
11459,1985,7200,8372,1640
11460,1954,10065,10278,1260
11461,2007,1174,2537,1170
11462,1980,13500,10375,1590
11463,1993,6725,7744,1750
11464,2001,4338,6606,1770
11465,1940,5500,5500,3530
11466,1978,10200,7850,2160
11467,1977,15860,11798,2360
11468,1978,12543,8539,1980
11469,1955,5444,6912,1620
11470,2012,9854,4168,2700
11471,1968,16553,17916,3270
11472,1941,6150,6150,870
11473,1912,3340,3980,840
11474,2002,1168,1378,1340
11475,2004,1256,1350,1540
11476,1942,8975,8668,1650
11477,2001,4611,5250,2630
11478,1979,9727,10274,1880
11479,1989,4500,4595,1980
11480,1977,10730,12210,1500
11481,1959,8235,10281,1230
11482,1925,2600,3600,2520
11483,1977,8925,8025,1970
11484,1951,8040,8040,1520
11485,1960,5390,5600,2600
11486,1920,9200,9200,2290
11487,1956,8470,8591,1979
11488,1905,3672,3450,2170
11489,1962,17918,15241,1820
11490,1975,8560,7800,1200
11491,1952,7636,5900,1210
11492,1999,2601,3025,1970
11493,1947,11500,11954,1040
11494,1950,4000,4000,1920
11495,2001,1146,1156,1020
11496,1940,7500,7500,1660
11497,1974,7416,7416,1670
11498,2008,8019,7713,3810
11499,1954,10332,8379,2020
11500,1949,3298,4975,420
11501,2004,1407,1628,1390
11502,1964,10100,10100,2010
11503,1945,5000,5000,1820
11504,1996,1971,3451,1630
11505,1931,16306,8666,800
11506,1968,11989,12439,2270
11507,1995,5002,5100,2290
11508,1981,219542,219542,2750
11509,1947,6138,7112,590
11510,1998,7264,7911,2570
11511,1960,15020,15050,2050
11512,1994,6732,7414,1610
11513,1991,7715,7628,2140
11514,1942,6784,6784,1730
11515,2006,3052,4600,2440
11516,1931,4392,5795,3220
11517,1997,26162,26319,4330
11518,1958,5000,7500,1780
11519,1951,8114,8114,1230
11520,1981,19283,9744,2160
11521,1916,2500,5700,1400
11522,1954,10454,11325,1900
11523,1966,85377,66120,2910
11524,1995,42159,25209,2960
11525,1951,9480,8791,2010
11526,2002,5260,5312,3760
11527,1916,5000,5000,1020
11528,2008,2828,2628,1290
11529,1954,8400,5565,890
11530,1979,7500,7500,1620
11531,1987,13636,10615,3360
11532,1975,31411,12378,2930
11533,1996,4799,4616,2940
11534,1900,8580,12672,1080
11535,1995,13363,13362,4560
11536,1940,6120,6120,1010
11537,1928,3760,5080,1790
11538,1962,11385,11385,2060
11539,1947,2496,1203,1150
11540,1992,4200,5000,4030
11541,1956,9718,8604,2020
11542,1999,8120,8344,2740
11543,1984,7452,7200,1930
11544,1966,11617,11617,2500
11545,2004,5100,5100,2080
11546,1940,6480,6912,1460
11547,1988,11441,12070,3290
11548,2014,1860,1090,1540
11549,1988,6265,6360,1310
11550,1975,7820,8605,2120
11551,1964,10424,10696,2920
11552,1956,13200,13066,1150
11553,2001,9719,11505,2380
11554,1993,5000,5000,2220
11555,1925,6000,6000,3020
11556,1955,53882,32625,2460
11557,1939,5555,4000,1820
11558,2005,5060,5060,2620
11559,1914,2640,4560,1750
11560,1994,7289,7259,2020
11561,1987,10956,8137,1240
11562,1988,5840,5035,1380
11563,1953,8775,8100,1920
11564,1940,250470,360000,1680
11565,1964,7955,14959,1400
11566,1936,7194,8514,1240
11567,1980,15134,15337,1410
11568,1985,8050,7488,1440
11569,2004,932,1064,1230
11570,1966,9750,9750,1550
11571,1967,6875,13650,1760
11572,2004,38012,18054,5000
11573,1913,5000,4400,2140
11574,1906,5760,5760,3510
11575,1967,9417,8250,2010
11576,1978,9760,9600,3390
11577,1966,8119,9000,2160
11578,2006,2983,3876,1300
11579,1985,4031,4500,1280
11580,1975,8140,6720,1840
11581,2002,6691,6510,3200
11582,1985,35362,37058,2800
11583,1949,19988,10490,1390
11584,2005,5188,5188,2600
11585,2002,6058,6656,1960
11586,1970,21303,17920,1250
11587,1970,21303,17920,1250
11588,1945,16345,9240,550
11589,1926,5801,7350,2500
11590,1927,10094,10094,1250
11591,1976,8622,14303,3020
11592,1921,4240,4240,1640
11593,1956,8250,8714,1870
11594,1998,1755,1721,1760
11595,1998,3145,3002,1320
11596,1910,4163,4000,1430
11597,1977,9705,9942,1580
11598,2004,9748,10589,4170
11599,1923,6744,6656,3090
11600,2004,1204,1506,1020
11601,1912,4431,4400,2180
11602,1997,4000,4000,3350
11603,1995,5503,6099,2510
11604,1974,5290,5092,1880
11605,1960,7998,7763,1810
11606,1991,33310,37960,4170
11607,1954,4000,4000,2230
11608,2006,7784,6442,3650
11609,1967,10579,10745,2830
11610,1900,5000,5000,2120
11611,1990,6926,7151,2090
11612,1940,5085,4000,2600
11613,1920,2820,3150,830
11614,1996,8734,8538,1975
11615,1968,7000,7600,1900
11616,1963,35070,34986,2640
11617,1969,6923,7684,1610
11618,2003,1863,1375,1770
11619,1955,6000,7622,1070
11620,1928,12793,8609,4590
11621,1906,2452,3360,1540
11622,1960,7920,7998,1590
11623,1927,1890,4000,1170
11624,1981,9996,10584,2880
11625,1964,8989,8931,2510
11626,1983,12086,10452,1280
11627,1954,12412,12412,1570
11628,1912,6380,6380,740
11629,1955,9038,9770,1740
11630,2010,1262,2632,1180
11631,1959,28300,23250,2960
11632,1945,5752,5201,1880
11633,1959,5000,5000,1150
11634,1959,7076,9000,1320
11635,1944,7200,8200,1640
11636,1992,7694,7480,1470
11637,1961,10511,10643,900
11638,1910,3600,3600,1510
11639,1922,5623,5623,1440
11640,1940,9251,12158,1380
11641,1944,7552,8145,1150
11642,1959,17580,14060,3610
11643,2000,1306,1306,1250
11644,2002,9824,10588,3510
11645,1925,9577,10240,2260
11646,1977,9800,9590,2840
11647,1980,7347,8723,1430
11648,1953,21158,8625,1420
11649,2004,3720,3720,2120
11650,1988,7749,7471,2080
11651,1987,3438,2308,1370
11652,1984,11171,9934,1900
11653,1955,8301,9489,1660
11654,1964,4163,4166,1310
11655,1926,3035,4000,1840
11656,1991,6034,5650,1040
11657,1988,35000,35427,2610
11658,1971,7405,6462,1990
11659,1965,17700,15100,3080
11660,1970,16000,15500,1200
11661,1955,9102,9180,1250
11662,1990,9000,9137,2640
11663,1952,9335,9612,1790
11664,1954,8400,9375,1140
11665,1985,5794,7769,1790
11666,1940,16532,8250,1910
11667,1913,3615,4200,1530
11668,2007,1029,3600,1050
11669,1976,6900,7200,1730
11670,1954,11824,11796,1100
11671,1963,10726,10726,2100
11672,1992,72309,36420,2800
11673,2008,26540,17398,5000
11674,1910,1642,2992,880
11675,1991,9337,8684,1470
11676,2006,11438,10751,3950
11677,1956,12812,8986,980
11678,1950,10617,9519,2180
11679,2003,13559,12202,3040
11680,1985,226076,55321,4130
11681,1972,65340,40946,1850
11682,1993,7295,9000,1600
11683,1951,5432,5505,2070
11684,2001,5405,5403,3180
11685,2002,244716,266587,6900
11686,1908,3000,3000,2640
11687,1953,61014,61014,1920
11688,1981,32565,34190,2030
11689,1932,101529,101529,1140
11690,1952,6992,7359,1660
11691,2005,1756,1756,1390
11692,1922,4325,4284,2490
11693,1990,8824,11237,2550
11694,1968,10227,9750,1270
11695,1900,7000,4800,2980
11696,1974,8000,8000,1470
11697,1990,12327,12937,3550
11698,1935,7200,7200,780
11699,1987,1302,2052,1390
11700,2005,5001,5001,2440
11701,1931,3135,4180,1260
11702,1918,4420,6632,1640
11703,1929,4120,4120,1670
11704,1961,6000,7200,2380
11705,1971,5750,5750,1030
11706,1961,10489,10489,1560
11707,1968,10500,7650,1640
11708,2007,188200,84942,2200
11709,2005,7941,7255,3190
11710,1964,8404,12000,1200
11711,1975,5301,7200,2250
11712,1904,6000,6000,1960
11713,1958,7015,11460,1250
11714,1986,31941,35365,2640
11715,1936,16940,6851,2460
11716,1996,7000,7000,1700
11717,1938,4200,5000,840
11718,1914,5100,5100,1900
11719,1969,4205,6014,2160
11720,1961,10229,8800,1610
11721,1998,6194,6211,1720
11722,2004,3267,3619,2190
11723,1958,10714,14400,3020
11724,1991,9800,7650,1980
11725,1947,5500,5500,1880
11726,1947,6480,8040,1610
11727,1930,4500,4995,3260
11728,1979,8029,8214,3970
11729,1948,74487,74487,4570
11730,1911,5500,5500,2620
11731,1970,9000,8316,1180
11732,2003,1090,1124,1365
11733,1943,4125,6100,720
11734,1981,6775,7210,1350
11735,1967,17112,16038,3060
11736,1993,8820,8651,1850
11737,1970,9675,9675,1320
11738,1980,13000,11340,1990
11739,1922,4400,4930,610
11740,1955,35802,40510,2500
11741,1965,7425,8344,1440
11742,1987,4400,4400,2750
11743,1951,6775,6028,1790
11744,2004,1173,1317,1050
11745,2011,4650,3848,1780
11746,1994,9099,8900,2200
11747,1938,5413,5413,1720
11748,2006,17168,15017,5840
11749,1984,14080,9758,1520
11750,1968,9239,8415,1320
11751,1930,4600,4600,1070
11752,1994,5511,6031,1990
11753,1982,13000,11308,4980
11754,1946,5423,5993,890
11755,1986,5457,6286,1440
11756,2003,5350,5090,2440
11757,1962,14722,10000,1800
11758,2003,6508,9450,2260
11759,1944,7158,7158,810
11760,1940,5400,5000,2240
11761,1986,17622,15000,4560
11762,1954,40752,8000,1550
11763,2001,4628,4640,3180
11764,1970,11200,11200,2950
11765,1999,9652,6710,2190
11766,2006,4665,6262,1570
11767,2003,5669,6006,3420
11768,1991,7200,7800,2420
11769,1967,43350,220849,1570
11770,1925,6060,5850,3680
11771,1953,6731,6350,1910
11772,1927,5175,5175,1780
11773,1953,7439,7439,2160
11774,1966,15000,15000,1460
11775,1963,7439,3370,1370
11776,1963,7439,3370,1370
11777,1998,7401,7171,1500
11778,1951,7500,6000,1210
11779,1952,11535,9942,2850
11780,1947,8280,7609,1090
11781,1991,5858,6573,1450
11782,1977,20349,12800,1820
11783,1971,7201,7201,1320
11784,1941,9880,9807,1670
11785,1943,5911,11089,1440
11786,1951,7560,7560,980
11787,2008,5500,5500,4340
11788,1966,11545,11396,2860
11789,1970,4875,5070,1140
11790,1968,8366,9000,1120
11791,2006,1592,1701,1460
11792,2002,5787,6615,2050
11793,1952,7654,7350,1250
11794,1990,9604,9793,2520
11795,1978,9825,10270,2580
11796,1976,24792,24792,1200
11797,1962,7910,8700,2140
11798,2006,7661,6478,3440
11799,1979,5070,5365,1800
11800,1981,10584,9120,1790
11801,1922,7680,7680,1250
11802,1936,5765,3844,800
11803,1965,11995,12650,1410
11804,2009,806,1389,1330
11805,1931,4000,4000,2890
11806,1996,17209,12560,2550
11807,2001,8216,7200,2880
11808,1940,6600,6600,660
11809,1985,4322,4322,1470
11810,1959,10230,8006,1700
11811,1955,9800,8880,1040
11812,1916,4000,4000,880
11813,1996,9346,9454,2490
11814,1941,7560,7560,1210
11815,1909,4000,6000,2080
11816,1954,5400,6075,1380
11817,1966,10850,10568,1620
11818,1921,4021,4021,1680
11819,1976,9620,10360,1330
11820,1928,3400,5000,1730
11821,1955,6969,12196,790
11822,1985,7500,7506,2240
11823,1958,8272,8270,1500
11824,1989,11419,11406,1800
11825,2004,4745,4878,1980
11826,1953,5100,5100,1340
11827,1908,2020,2383,750
11828,1969,9920,9648,1790
11829,1996,14300,13822,5490
11830,1978,16300,11250,1940
11831,1972,189486,218610,2670
11832,1994,6404,7000,1220
11833,1956,3880,3880,1310
11834,1995,8336,7959,1930
11835,1972,3800,3800,2100
11836,1977,7573,7573,1180
11837,1990,32840,33210,4320
11838,1951,12519,7308,3140
11839,1960,7800,7800,2320
11840,1966,10200,10200,2110
11841,1960,14690,10664,1790
11842,1959,8750,8750,1740
11843,2005,8114,9195,3820
11844,1930,21744,12200,2050
11845,2002,3179,3590,1680
11846,1974,8925,8400,1930
11847,2002,8804,7225,3760
11848,1973,9619,9712,2370
11849,1978,13000,11440,2120
11850,1987,10513,9540,2370
11851,1910,3150,3150,2350
11852,1956,8474,7200,1180
11853,1999,5654,7840,2270
11854,1977,7770,7272,1830
11855,1949,7080,7370,3910
11856,1957,9465,9147,890
11857,1974,8058,7384,1820
11858,1988,7491,8580,2440
11859,1916,3943,4311,1110
11860,1969,7080,8000,1870
11861,1914,4080,4080,1240
11862,1967,8640,8625,1560
11863,1989,5600,4928,1910
11864,1952,21450,11250,2200
11865,1994,13474,13140,2530
11866,1958,12519,12507,1130
11867,1918,6771,4440,820
11868,1918,4000,4000,960
11869,1930,3240,4000,1980
11870,2001,5638,7200,3370
11871,2002,167869,169549,7420
11872,1995,10500,8555,1800
11873,1990,10120,9622,3990
11874,2002,7800,6760,4070
11875,1915,7194,9405,1640
11876,1990,11820,10667,3730
11877,1966,7004,7210,1220
11878,2009,4000,4000,3490
11879,1999,4286,4343,1730
11880,1972,8000,8000,3430
11881,1994,10079,7438,2320
11882,1953,17100,14400,2030
11883,1977,36450,35325,4850
11884,1968,13560,15000,1340
11885,1948,8201,8203,1130
11886,2005,2521,3003,1180
11887,1943,6000,5800,910
11888,1908,4275,4275,1630
11889,1943,1173,1173,710
11890,1948,80150,84506,1520
11891,2014,8408,8408,2820
11892,1942,5160,4920,1970
11893,1968,19090,20000,2240
11894,1956,5940,5940,1860
11895,1919,4310,4310,1780
11896,1990,10183,6600,1788
11897,1988,3054,3815,1880
11898,1977,11400,10140,2300
11899,1994,6176,7414,1610
11900,1964,11970,10640,2270
11901,1925,3600,4500,1230
11902,2004,33106,36590,3420
11903,1953,6988,7753,1670
11904,1946,6141,7529,1120
11905,2005,5476,5476,2580
11906,1975,17654,15344,3847
11907,1979,42884,80148,3630
11908,1979,12000,12428,3580
11909,1980,11358,13555,4050
11910,1992,23522,23273,3240
11911,1902,8400,4800,1540
11912,2003,7200,5715,2550
11913,1953,6000,6000,2340
11914,2004,4524,4524,2320
11915,2011,6000,4800,1640
11916,1983,9000,9440,910
11917,1990,11524,14001,2550
11918,1997,8027,8095,2660
11919,1996,14250,14250,1480
11920,1962,11560,11560,2810
11921,1924,3200,2512,830
11922,1990,92347,37070,3510
11923,2004,4950,5298,2480
11924,1905,5000,5000,3720
11925,1984,9250,9266,2150
11926,2003,7875,7752,2370
11927,1988,28008,28559,4310
11928,1996,7420,7678,2990
11929,1930,4000,4000,1350
11930,1992,217800,157687,2370
11931,1985,10248,9414,1410
11932,1949,8254,8922,1170
11933,1999,4500,4500,1800
11934,1951,6982,7894,3650
11935,1993,8357,7376,1490
11936,1996,13292,10776,3610
11937,1959,94525,47480,2050
11938,1918,7500,4000,1092
11939,1979,7688,7688,2010
11940,1953,7900,15600,1680
11941,1960,38141,11760,2510
11942,2004,65836,97574,2280
11943,2001,5186,5186,2510
11944,1976,16920,13100,3190
11945,1995,14930,13320,4690
11946,1977,12000,12616,1850
11947,2001,13170,13148,4160
11948,1925,4000,4000,2220
11949,1991,13695,8472,2870
11950,1955,10214,8608,3950
11951,2002,6620,5400,1740
11952,1975,20440,20440,4780
11953,1980,39960,36444,3160
11954,1955,27810,20000,1990
11955,1996,37122,32647,3920
11956,1963,15273,51400,960
11957,1980,6549,6552,1540
11958,2002,5190,5564,1970
11959,1993,4668,4668,1880
11960,1964,6405,6510,2000
11961,1997,8325,10606,1990
11962,1948,9384,8432,1400
11963,1997,27806,28619,3190
11964,1947,6914,6947,1000
11965,1978,6900,7000,1670
11966,1924,4500,3900,2100
11967,1903,6180,6180,1010
11968,1926,3905,3905,2030
11969,1950,10296,10296,1090
11970,1976,16730,11600,2440
11971,2002,6278,7200,2500
11972,2002,7462,8031,3420
11973,1998,11000,11000,2850
11974,1927,3300,5400,2030
11975,1927,11265,8996,4590
11976,2004,5800,6088,2230
11977,1962,7523,7523,1810
11978,1978,7500,6298,4000
11979,1958,16200,16200,1490
11980,1985,284011,14576,4225
11981,1929,4000,4000,2120
11982,1968,7184,7262,1030
11983,1976,8045,8086,2310
11984,1985,7943,8070,1830
11985,1913,137565,157123,2120
11986,1966,9448,9490,2500
11987,1990,7700,7700,2470
11988,1916,7700,7375,940
11989,1964,11700,11700,3260
11990,1980,10140,10125,1660
11991,1984,217882,35096,4370
11992,1995,9112,9067,2620
11993,1968,7800,7800,1500
11994,1936,7200,7200,910
11995,1957,4920,5646,1430
11996,1941,8556,8556,900
11997,1959,7400,7600,1250
11998,1964,14990,15001,3850
11999,1987,35100,35894,3450
12000,2001,12320,11086,3950
12001,1939,12559,9178,1950
12002,2003,6396,4444,1700
12003,2004,6082,6152,2370
12004,1929,2538,1750,1600
12005,1924,5500,5500,4060
12006,2005,1796,2025,1322
12007,1983,10400,9800,1140
12008,2007,2096,7452,1280
12009,2008,4553,4929,3080
12010,1906,3000,3000,1210
12011,1962,10219,9099,1950
12012,1947,6820,6820,1450
12013,1991,7748,7606,1590
12014,1959,9198,8970,1240
12015,1974,54315,40518,1440
12016,1993,10045,12359,3470
12017,2001,21802,10005,5100
12018,1952,12757,12450,2430
12019,1948,7200,7200,2420
12020,1990,10875,9916,1510
12021,1947,5525,7200,1200
12022,2002,6396,5128,2240
12023,1920,4320,3900,1870
12024,1932,6000,6000,1110
12025,1914,8400,6458,3210
12026,1975,8910,10695,2090
12027,1994,1800,4500,1320
12028,1960,3850,7645,1340
12029,1941,6120,6695,1020
12030,1980,17652,17652,1220
12031,1980,17652,17652,1220
12032,1915,2688,2900,1390
12033,1900,5400,5040,2970
12034,1990,213008,161172,1440
12035,1953,4257,5100,1550
12036,1999,8200,12426,1904
12037,1975,8500,7650,1400
12038,2005,3821,3841,2140
12039,1943,9450,8315,1320
12040,1948,8280,8160,2620
12041,1996,5570,6371,2300
12042,1996,5684,7066,2000
12043,1952,5040,5500,2960
12044,1977,22343,15682,2700
12045,1958,9500,9450,1740
12046,2003,4950,4500,1770
12047,1947,9312,7300,1290
12048,1962,8400,7440,1450
12049,1985,7800,7800,1420
12050,1924,7020,5802,1330
12051,1927,4125,4000,1760
12052,1912,4905,1834,2010
12053,1960,14467,10267,2560
12054,1983,2625,2625,1260
12055,1972,7725,7944,2420
12056,1959,5400,5400,1010
12057,1970,8155,7360,1770
12058,1943,6350,6350,890
12059,1925,5060,5118,1670
12060,1992,9600,10400,1360
12061,1988,9736,8763,2120
12062,1998,4488,3696,1910
12063,1940,7560,7560,1480
12064,1955,10114,7800,1090
12065,1973,13125,12500,1670
12066,1973,13125,12500,1670
12067,1969,13297,11568,3650
12068,1969,3515,4275,1970
12069,1910,3060,3264,1320
12070,1954,5110,5110,1710
12071,1977,9488,8615,1740
12072,1988,2400,3600,2200
12073,1999,4320,5225,2010
12074,1985,19023,15001,3910
12075,1947,15000,22500,470
12076,1984,7064,8075,2330
12077,1929,7200,9000,1930
12078,2007,6055,7367,3270
12079,1985,5000,5000,1650
12080,1983,8450,8450,2220
12081,1916,4600,5175,2470
12082,1977,9300,10064,1300
12083,1966,9375,8200,2530
12084,1961,8215,8217,2400
12085,1999,5393,5917,1500
12086,1967,9000,7818,1700
12087,1977,8554,8554,2120
12088,2002,5105,5288,2240
12089,1987,8223,8113,1540
12090,1978,100623,50529,1890
12091,1920,9638,7822,1260
12092,1983,3838,3780,1160
12093,1960,39639,98881,1300
12094,1978,14463,12109,3220
12095,1962,8474,8166,2020
12096,1959,8640,8800,2990
12097,1953,6458,6350,1420
12098,1956,7874,7320,1020
12099,1988,104108,54450,2400
12100,1982,8239,10643,3640
12101,2007,1824,1826,1550
12102,2006,4751,5580,1870
12103,1995,5957,6604,2340
12104,2014,3600,3600,3350
12105,1921,5000,4000,1710
12106,1940,9265,18000,1180
12107,1966,7500,7500,1600
12108,1959,5111,5111,1300
12109,1955,9997,8699,1040
12110,1954,7695,7412,1220
12111,2002,6097,5574,2240
12112,1959,4500,6375,1420
12113,1988,6620,8137,1580
12114,1938,23522,23958,2390
12115,1977,29930,29930,2260
12116,1964,93218,172062,1890
12117,1949,7200,6000,1830
12118,1969,8268,7800,1000
12119,1961,7700,7604,2180
12120,1962,210830,217800,2320
12121,1921,4495,7434,840
12122,1921,4495,7434,840
12123,1977,8140,8700,2350
12124,1997,273556,273556,2040
12125,1996,30378,34834,2370
12126,1962,9350,8210,1590
12127,1977,10875,10875,1380
12128,1980,8970,8470,1940
12129,2001,244807,217800,3320
12130,1947,5265,4000,1090
12131,1967,9936,9890,1650
12132,1940,5500,6600,1110
12133,1942,6820,6431,2110
12134,1900,5000,2500,1850
12135,1920,3720,4800,600
12136,1926,4000,4000,2760
12137,1962,14880,13388,2970
12138,1979,43560,57000,2300
12139,2001,2805,2898,2030
12140,1942,4333,4426,2160
12141,1926,6150,6150,1650
12142,2004,7260,8186,3140
12143,1986,36114,35091,2690
12144,1960,9389,9390,1940
12145,1940,5120,7670,1220
12146,1975,9600,10222,1300
12147,1979,11500,11000,1660
12148,1916,6200,6000,3390
12149,1950,13300,12744,2310
12150,1941,7954,6828,950
12151,1924,3520,1419,2400
12152,1944,5236,5320,1780
12153,1958,7400,7400,1280
12154,1953,5398,4902,1930
12155,1966,10360,7875,2560
12156,1906,5250,5250,920
12157,1971,18414,39921,1900
12158,1900,148975,17388,2270
12159,1978,16050,14550,2080
12160,1968,10128,10154,1460
12161,1976,39639,30492,1670
12162,1998,6481,6958,2810
12163,1994,6752,7455,2370
12164,1972,18000,8225,1700
12165,1941,9255,8000,1630
12166,1939,4408,4000,2930
12167,1949,6600,6732,860
12168,1994,12150,12150,1980
12169,1987,7877,7660,2080
12170,1957,10042,10925,1060
12171,2000,3381,3383,1590
12172,1959,8775,9240,1980
12173,1971,7210,7210,1720
12174,1954,9293,9293,1350
12175,1978,12032,9900,2080
12176,2002,4700,5040,2090
12177,2008,5100,4380,2030
12178,1989,41804,40866,2680
12179,1980,8028,11100,1820
12180,1983,5000,7500,1300
12181,1993,7079,7000,2210
12182,1963,7293,7960,1400
12183,1917,4125,4400,2040
12184,1985,49928,37301,2420
12185,1962,7500,8000,1920
12186,1975,17820,23760,3860
12187,1979,7200,8750,2760
12188,1993,8395,5183,3450
12189,1947,6535,6535,1040
12190,1975,7224,9990,2220
12191,1991,385506,158994,2470
12192,1962,9856,9600,1300
12193,1989,9686,8254,1960
12194,1928,3960,3400,2040
12195,1999,7864,7034,3030
12196,1977,7336,7724,2260
12197,1987,10338,8866,2670
12198,1986,6298,7207,1520
12199,1930,8502,5016,3610
12200,1942,5111,4424,1130
12201,1991,2502,5000,1480
12202,1970,9970,7195,3540
12203,1963,7305,7308,2100
12204,1937,7800,6000,3366
12205,1903,3000,3000,1810
12206,1926,4240,4240,1680
12207,1962,9377,9725,2450
12208,1962,9812,9812,1150
12209,1962,9812,9812,1150
12210,2003,7621,7150,3240
12211,1984,12164,16855,3480
12212,2006,5000,5092,2800
12213,1960,7200,7200,3240
12214,1978,7276,6710,1480
12215,1909,4750,4750,1700
12216,1939,7590,5692,1240
12217,2008,8301,9676,3720
12218,2001,3427,3720,1910
12219,1960,8701,8527,2120
12220,2002,6788,5325,3020
12221,1987,222156,121968,2250
12222,1947,6480,6350,1650
12223,2007,1157,1203,880
12224,1957,9225,12204,1860
12225,2008,4800,4800,3840
12226,2006,12128,4649,2192
12227,2003,4108,3912,1590
12228,1962,11000,11564,3700
12229,2005,9958,10679,3670
12230,1953,10304,8515,1630
12231,1951,54977,27201,4230
12232,1932,3325,4275,1060
12233,1991,7434,8405,2700
12234,1975,8000,7270,2110
12235,1999,8633,9660,3720
12236,2006,5000,10241,3440
12237,1985,59800,17598,2420
12238,1929,6771,4662,1090
12239,1998,5776,6750,2910
12240,1948,5518,4269,1050
12241,1965,7575,8400,1610
12242,1986,6477,6800,1760
12243,1977,20281,21090,1540
12244,1959,9450,9450,2580
12245,1905,5000,5000,1370
12246,2005,6265,5209,1440
12247,1962,7700,7700,1410
12248,1959,10115,10143,1980
12249,2000,3427,2601,2440
12250,1986,11805,14200,1350
12251,1985,28001,34999,3130
12252,1950,7004,7828,880
12253,1961,7300,7700,1920
12254,1937,7625,3300,2700
12255,1917,6000,6000,1670
12256,1963,20445,21950,3470
12257,1983,7326,7696,1820
12258,1950,8160,7560,1310
12259,1998,7212,7212,1790
12260,2006,4774,4399,2460
12261,1973,9039,9515,1060
12262,1961,10276,7987,1340
12263,1971,8394,9184,1480
12264,2005,11306,8028,3500
12265,1969,16362,14904,2910
12266,1974,15909,15120,1940
12267,2003,4534,4534,2280
12268,1998,1022,1171,1190
12269,1951,6000,6600,1260
12270,1965,8652,8050,2270
12271,1965,7320,7320,1990
12272,1901,1856,1739,1500
12273,1989,329903,220232,2060
12274,1983,8892,8750,1950
12275,1980,6980,8081,1790
12276,1951,10227,10912,1520
12277,1984,13044,13044,3240
12278,1977,13250,10650,2440
12279,1916,5821,5000,2220
12280,1915,7722,4000,2640
12281,1925,3750,4000,1450
12282,1987,5511,5511,1550
